TIMESTAMP,NEXT_CLASS,GUID,INSTRUCTOR,SPOTS_REMAINING
2022-04-12 18:25:48,2022-04-13 07:00:00,851a0a2125ef4b15b1fddd8b3b6720bf,Sarah,13
2022-04-12 18:25:51,2022-04-13 17:45:00,9fe1cf2b9bd94d5db616ed53459cca8e,Laura,17
2022-04-12 19:54:23,2022-04-13 19:15:00,7ca73904c3d9495bac3a94aa15f8c6df,Britany,18
2022-04-12 19:54:26,2022-04-13 17:45:00,9fe1cf2b9bd94d5db616ed53459cca8e,Laura,16
2022-04-12 21:24:11,2022-04-13 19:15:00,7ca73904c3d9495bac3a94aa15f8c6df,Britany,17
2022-04-12 21:50:13,2022-04-13 19:15:00,7ca73904c3d9495bac3a94aa15f8c6df,Britany,14
2022-04-12 21:50:15,2022-04-13 17:45:00,9fe1cf2b9bd94d5db616ed53459cca8e,Laura,15
2022-04-12 22:16:18,2022-04-13 19:15:00,7ca73904c3d9495bac3a94aa15f8c6df,Britany,13
2022-04-12 22:16:24,2022-04-13 17:45:00,9fe1cf2b9bd94d5db616ed53459cca8e,Laura,14
2022-04-12 22:37:52,2022-04-13 07:00:00,851a0a2125ef4b15b1fddd8b3b6720bf,Sarah,12
2022-04-12 23:22:29,2022-04-13 07:00:00,851a0a2125ef4b15b1fddd8b3b6720bf,Sarah,11
2022-04-12 23:46:17,2022-04-13 19:15:00,7ca73904c3d9495bac3a94aa15f8c6df,Britany,12
2022-04-13 00:42:33,2022-04-13 07:00:00,851a0a2125ef4b15b1fddd8b3b6720bf,Sarah,12
2022-04-13 00:42:37,2022-04-13 19:15:00,7ca73904c3d9495bac3a94aa15f8c6df,Britany,11
2022-04-13 02:42:24,2022-04-13 19:15:00,7ca73904c3d9495bac3a94aa15f8c6df,Britany,10
2022-04-13 06:27:27,2022-04-13 17:45:00,9fe1cf2b9bd94d5db616ed53459cca8e,Laura,13
2022-04-13 11:20:55,2022-04-13 19:15:00,7ca73904c3d9495bac3a94aa15f8c6df,Britany,9
2022-04-13 12:15:11,2022-04-13 19:15:00,7ca73904c3d9495bac3a94aa15f8c6df,Britany,7
2022-04-13 13:19:20,2022-04-13 19:15:00,7ca73904c3d9495bac3a94aa15f8c6df,Britany,6
2022-04-13 13:40:41,2022-04-13 19:15:00,7ca73904c3d9495bac3a94aa15f8c6df,Britany,5
2022-04-13 18:27:21,2022-04-13 19:15:00,7ca73904c3d9495bac3a94aa15f8c6df,Britany,4
2022-04-13 18:27:25,2022-04-14 17:45:00,bdd150c8804a4849b8cf9c8e0c28f785,Julie,16
2022-04-13 20:39:38,2022-04-14 17:45:00,bdd150c8804a4849b8cf9c8e0c28f785,Julie,14
2022-04-13 21:21:26,2022-04-14 17:45:00,bdd150c8804a4849b8cf9c8e0c28f785,Julie,13
2022-04-13 22:37:56,2022-04-14 17:45:00,bdd150c8804a4849b8cf9c8e0c28f785,Julie,12
